城市,区,方位,小区名,大小,租赁方式,朝向,月租,计费方式,几室,几厅,几卫,入住,租期,看房,所在楼层,总楼层,电梯,车位,用水,用电,暖气,采暖
北京,朝阳,亚运村小营,主场,62,整租,北,7590,季付价,1,1,1,随时入住,1年,随时可看,中楼层,24,NULL,NULL,NULL,NULL,NULL,NULL
北京,丰台,看丹桥,新华街三里,64,整租,南,4500,季付价,2,1,1,随时入住,2年以内,需提前预约,高楼层,24,有,NULL,民水,民电,有,集中供暖
北京,石景山,八角,八角北路,37,整租,南,3800,季付价,1,1,1,2019731,3年以内,需提前预约,高楼层,6,无,NULL,NULL,民电,有,集中供暖
北京,西城,宣武门,和平门外东街,47,整租,南,5500,NULL,2,1,1,随时入住,NULL,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,海淀,西三旗,建材城东二里,71,整租,南,6630,季付价,2,1,1,随时入住,1年,随时可看,低楼层,22,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,望京,悠乐汇,50,整租,北,7460,季付价,1,1,1,随时入住,1年,随时可看,中楼层,29,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,三里屯,中纺里,44,整租,南,5600,NULL,1,1,1,随时入住,NULL,需提前预约,高楼层,5,无,NULL,民水,民电,有,集中供暖
北京,海淀,五道口,王庄路27号院,43,整租,南,6300,季付价,1,1,1,2019816,3年以上,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,奥林匹克公园,上元君庭,51,整租,北,6000,季付价,1,0,1,随时入住,3年以上,需提前预约,高楼层,27,有,NULL,民水,民电,有,自采暖
北京,东城,东直门,北官厅胡同2号院,58,整租,南,7490,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,亚运村小营,育慧里二区,59,整租,南,7290,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,通州,梨园,云景西里南区,48,整租,南,2900,NULL,1,1,1,随时入住,NULL,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,团结湖,团结湖路,38,整租,东,5500,季付价,1,1,1,随时入住,2年以内,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,北工大,松榆东里,49,整租,西,4800,NULL,1,1,1,随时入住,NULL,需提前预约,低楼层,12,有,NULL,民水,民电,有,集中供暖
北京,朝阳,国展,静安东里,61,整租,南,7690,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,西城,长椿街,西便门内大街79号院,58,整租,南,7490,季付价,2,1,1,随时入住,1年,随时可看,低楼层,4,NULL,NULL,NULL,NULL,NULL,NULL
北京,海淀,公主坟,翠微南里,49,整租,南,4800,NULL,2,1,1,2019731,NULL,只能周末看房,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,门头沟,石门营,云梦嘉苑,41,整租,东,2400,季付价,1,0,1,随时入住,3年以内,需提前预约,低楼层,27,无,NULL,NULL,NULL,有,集中供暖
北京,石景山,鲁谷,六合园,51,整租,南,3800,NULL,1,1,1,随时入住,NULL,需提前预约,低楼层,18,有,NULL,民水,民电,有,集中供暖
北京,昌平,沙河,民园小区,83,整租,南,3200,NULL,3,1,1,随时入住,NULL,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,丰台,科技园区,幸福家园1号院,65,整租,南,5490,季付价,2,1,1,随时入住,1年,随时可看,中楼层,20,NULL,NULL,NULL,NULL,NULL,NULL
北京,房山,良乡,昊天大街17号院,57,整租,南,2000,季付价,2,1,1,随时入住,1年以内,需提前预约,中楼层,5,无,NULL,NULL,NULL,有,集中供暖
北京,大兴,黄村中,黄村西里,54,整租,南,3000,NULL,2,1,1,随时入住,NULL,需提前预约,高楼层,5,无,NULL,民水,民电,有,集中供暖
北京,朝阳,劲松,劲松三区,56,整租,南,6300,季付价,2,1,1,随时入住,2年以内,需提前预约,中楼层,12,有,NULL,民水,民电,有,集中供暖
北京,朝阳,CBD,光华里社区,51,整租,南,7590,季付价,2,1,1,随时入住,1年,随时可看,低楼层,4,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,百子湾,沿海赛洛城四期,50,整租,南,6890,季付价,1,1,1,随时入住,1年,随时可看,低楼层,17,NULL,NULL,NULL,NULL,NULL,NULL
北京,石景山,八角,八角路小区,28,整租,东,3000,NULL,1,1,1,201981,NULL,需提前预约,中楼层,5,无,NULL,民水,民电,有,集中供暖
北京,朝阳,双桥,珠江绿洲,76,整租,东,6200,NULL,1,1,2,201984,NULL,需提前预约,中楼层,31,有,NULL,民水,民电,有,集中供暖
北京,通州,梨园,当代名筑,50,整租,南,3600,NULL,1,0,1,随时入住,NULL,需提前预约,高楼层,12,有,NULL,民水,民电,有,集中供暖
北京,海淀,新街口,五月华庭,45,整租,东,6930,季付价,1,1,1,随时入住,1年,随时可看,低楼层,12,NULL,NULL,NULL,NULL,NULL,NULL
北京,东城,左安门,左安浦园,68,整租,西,7390,季付价,2,1,1,随时入住,1年,随时可看,中楼层,16,NULL,NULL,NULL,NULL,NULL,NULL
北京,西城,牛街,南横西街96号院,61,整租,南,6000,NULL,2,1,1,2019816,NULL,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,常营,北京新天地四期,71,整租,西,5300,季付价,1,1,1,2019731,3年以内,需提前预约,低楼层,20,有,NULL,民水,民电,有,集中供暖
北京,大兴,黄村火车站,林校北里,61,整租,南,3000,NULL,2,1,1,随时入住,NULL,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,亚运村,慧忠北里第二社区,57,整租,东,7390,季付价,1,1,1,随时入住,1年,随时可看,低楼层,16,NULL,NULL,NULL,NULL,NULL,NULL
北京,房山,阎村,乐活家园,50,整租,北,3160,季付价,1,1,1,随时入住,1年,随时可看,中楼层,8,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,潘家园,松榆西里,60,整租,南,6000,季付价,2,1,1,随时入住,3年以内,需提前预约,高楼层,20,有,NULL,民水,民电,有,集中供暖
北京,丰台,科技园区,御景春天,48,整租,南,4200,季付价,1,1,1,随时入住,2年以内,需提前预约,高楼层,21,有,NULL,NULL,NULL,有,集中供暖
北京,朝阳,北苑,华贸城,55,整租,南,5800,季付价,1,0,1,2019810,3年以内,一般下班后可看,低楼层,28,有,NULL,民水,民电,无,自采暖
北京,海淀,马连洼,紫成嘉园,50,整租,南,6490,季付价,1,1,1,随时入住,1年,随时可看,低楼层,7,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,石佛营,炫特嘉园一期,65,整租,北,7660,季付价,2,1,1,随时入住,1年,随时可看,低楼层,18,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,潘家园,劲松六区,61,整租,南,5800,季付价,2,1,1,随时入住,2年以内,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,望京,花家地南里,58,整租,西,6300,季付价,2,1,1,2019810,3年以上,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,通州,通州北苑,长城国际,49,整租,西,3500,季付价,1,0,1,随时入住,2年以内,需提前预约,中楼层,22,有,NULL,民水,民电,有,集中供暖
北京,海淀,清河,毛纺厂南小区,53,整租,南,6790,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,芍药居,芍药居北里,49,整租,南,6920,月付价,1,1,1,随时入住,3~12个月,随时可看,低楼层,24,NULL,NULL,NULL,NULL,NULL,NULL
北京,门头沟,石门营,云梦嘉苑,43,整租,东,2300,季付价,1,0,1,随时入住,3年以上,需提前预约,低楼层,27,无,NULL,NULL,NULL,有,集中供暖
北京,西城,牛街,双槐里,46,整租,东,5200,NULL,2,1,1,随时入住,NULL,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,门头沟,石门营,云泽嘉苑,42,整租,南,2500,NULL,1,1,1,随时入住,NULL,需提前预约,低楼层,28,无,NULL,NULL,NULL,NULL,NULL
北京,朝阳,北工大,平乐园小区,63,整租,南,6000,NULL,2,1,1,随时入住,NULL,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,海淀,五棵松,六建,39,整租,南,5000,NULL,1,1,1,随时入住,NULL,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,丰台,和义,南苑北里三区,42,整租,南,3400,NULL,1,1,1,随时入住,NULL,需提前预约,中楼层,5,无,NULL,民水,民电,有,集中供暖
北京,朝阳,健翔桥,华严北里二区1号院,42,整租,东,5500,季付价,1,1,1,随时入住,2年以内,只能周末看房,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,海淀,安宁庄,安宁庄东路2号院,75,整租,南,5500,季付价,3,1,1,随时入住,3年以内,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,通州,果园,苏荷时代,32,整租,西,4090,季付价,1,1,1,随时入住,1年,随时可看,低楼层,24,NULL,NULL,NULL,NULL,NULL,NULL
北京,海淀,西三旗,新康园,63,整租,南,6990,季付价,2,1,1,随时入住,1年,随时可看,低楼层,5,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,朝青,青年汇佳园,56,整租,东,7390,季付价,1,1,1,随时入住,1年,随时可看,低楼层,20,NULL,NULL,NULL,NULL,NULL,NULL
北京,昌平,北七家,望都家园,60,整租,东,3700,NULL,1,1,1,随时入住,NULL,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,门头沟,大峪,永新小区,61,整租,南,2200,NULL,2,1,1,随时入住,NULL,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,丰台,卢沟桥,晓月苑五里,86,整租,南,3500,季付价,2,1,1,随时入住,2年以内,需提前预约,中楼层,22,有,NULL,民水,民电,有,自采暖
北京,海淀,皂君庙,青云南区,54,整租,南,5800,季付价,1,1,1,随时入住,3年以内,需提前预约,高楼层,5,无,NULL,民水,民电,有,集中供暖
北京,海淀,军博,北蜂窝30号院,53,整租,南,7130,季付价,2,1,1,随时入住,1年,随时可看,中楼层,5,NULL,NULL,NULL,NULL,NULL,NULL
北京,西城,六铺炕,六铺炕三区,44,整租,南,6460,季付价,1,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,高碑店,兴隆家园,60,整租,东,6560,季付价,1,1,1,随时入住,1年,随时可看,低楼层,24,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,农展馆,枣营北里,47,整租,南,6000,季付价,1,1,1,随时入住,2年以内,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,石佛营,炫特嘉园二期,41,整租,北,5100,NULL,1,0,1,2019731,NULL,需提前预约,低楼层,28,有,NULL,民水,民电,有,集中供暖
北京,石景山,古城,古城西路,41,整租,南,4000,季付价,1,1,1,随时入住,3年以上,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,甘露园,甘露园南里,43,整租,西,4800,季付价,1,1,1,2019825,2年以内,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,海淀,海淀北部新区,唐家岭新城,54,整租,南,6730,季付价,2,1,1,随时入住,1年,随时可看,低楼层,16,NULL,NULL,NULL,NULL,NULL,NULL
北京,海淀,马连洼,树村丽景苑,62,整租,南,6990,季付价,2,1,1,随时入住,1年,随时可看,中楼层,10,NULL,NULL,NULL,NULL,NULL,NULL
北京,海淀,西三旗,育新花园,63,整租,东,6890,季付价,2,1,1,随时入住,1年,随时可看,低楼层,18,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,垡头,双合家园,71,整租,南,5300,季付价,2,1,1,201981,3年以上,需提前预约,低楼层,22,有,NULL,NULL,NULL,有,集中供暖
北京,丰台,科技园区,设计师广场,44,整租,西,3800,季付价,1,0,1,随时入住,2年以内,需提前预约,中楼层,23,有,NULL,民水,民电,无,集中供暖
北京,房山,良乡,伟业嘉园西里,40,整租,北,2600,季付价,2,1,1,随时入住,1年以内,需提前预约,中楼层,5,无,NULL,民水,民电,有,集中供暖
北京,朝阳,常营,北京新天地四期,66,整租,东,5900,季付价,1,1,1,随时入住,3年以上,需提前预约,高楼层,26,有,NULL,民水,民电,有,集中供暖
北京,海淀,西山,德顺园,59,整租,南,6360,季付价,1,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,北苑,北苑家园莲葩园,67,整租,西,6730,季付价,1,1,1,随时入住,1年,随时可看,低楼层,25,NULL,NULL,NULL,NULL,NULL,NULL
北京,西城,阜成门,北露园,43,整租,东,6000,NULL,1,1,1,随时入住,NULL,只能周末看房,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,大望路,CBD传奇,37,整租,北,5500,季付价,1,0,1,随时入住,3年以内,需提前预约,低楼层,21,有,NULL,民水,民电,有,集中供暖
北京,东城,崇文门,新景家园东区,31,整租,西,5600,季付价,1,0,1,随时入住,NULL,需提前预约,中楼层,15,有,NULL,民水,民电,有,集中供暖
北京,丰台,五里店,丰西北里,54,整租,南,2800,季付价,2,1,1,随时入住,3年以内,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,石景山,石景山其它,现代生活,50,整租,南,2900,NULL,2,1,1,随时入住,NULL,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,北苑,华发颐园,60,整租,东,6000,季付价,1,0,1,随时入住,1年以内,需提前预约,高楼层,19,有,NULL,民水,民电,无,集中供暖
北京,海淀,马连洼,万树园,50,整租,北,5200,NULL,1,1,1,2019810,NULL,需提前预约,低楼层,6,无,NULL,NULL,NULL,NULL,NULL
北京,朝阳,十里堡,东恒时代三期,53,整租,西,6890,季付价,1,1,1,随时入住,1年,随时可看,低楼层,27,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,中央别墅区,马南里,61,整租,南,6590,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,北苑,n次方,68,整租,南,6460,季付价,1,1,1,随时入住,1年,随时可看,中楼层,18,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,潘家园,潘家园小区,61,整租,东,6200,季付价,2,1,1,随时入住,2年以内,需提前预约,中楼层,20,有,NULL,民水,民电,有,集中供暖
北京,通州,潞苑,新潮嘉园二期,91,整租,南,3500,NULL,2,1,1,随时入住,2年以内,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,丰台,木樨园,海慧寺,47,整租,东,4100,季付价,2,1,1,随时入住,3年以上,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,首都机场,南平里,67,整租,南,3500,季付价,2,1,1,随时入住,2年以内,一般下班后可看,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,北苑,东洲家园,88,整租,南,7430,季付价,2,1,1,随时入住,1年,随时可看,低楼层,24,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,高碑店,兴隆家园,36,整租,北,5460,季付价,1,1,1,随时入住,1年,随时可看,低楼层,24,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,三元桥,三源里南小街,63,整租,南,7460,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,大兴,黄村中,富强东里,56,整租,东,3100,NULL,2,1,1,随时入住,NULL,需提前预约,低楼层,6,无,NULL,NULL,NULL,有,集中供暖
北京,朝阳,甘露园,康家园,43,整租,南,4600,季付价,1,1,1,随时入住,1年以内,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,东城,永定门,华龙美晟,45,整租,南,5500,季付价,1,1,1,2019731,2年以内,需提前预约,高楼层,12,有,NULL,民水,民电,有,自采暖
北京,西城,宣武门,前门西大街,33,整租,南,5300,季付价,1,0,1,随时入住,2年以内,需提前预约,中楼层,9,有,NULL,民水,民电,有,集中供暖
北京,朝阳,芍药居,芍药居5号院,43,整租,南,6460,季付价,1,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,百子湾,石门新居,63,整租,南,6760,季付价,1,1,1,随时入住,1年,随时可看,低楼层,28,NULL,NULL,NULL,NULL,NULL,NULL
北京,海淀,西三旗,育新花园,63,整租,西,6860,季付价,2,1,1,随时入住,1年,随时可看,低楼层,22,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,立水桥,明天生活馆,39,整租,北,4300,季付价,NULL,NULL,NULL,随时入住,3年以内,需提前预约,中楼层,14,有,NULL,商水,商电,无,集中供暖
北京,海淀,清河,观澳园,41,整租,西,6200,季付价,1,0,1,随时入住,3年以内,需提前预约,低楼层,6,有,NULL,民水,民电,无,集中供暖
北京,大兴,黄村中,新安里,53,整租,南,2800,NULL,1,1,1,随时入住,NULL,需提前预约,中楼层,6,无,NULL,NULL,NULL,有,集中供暖
北京,昌平,北七家,温泉花园B区,80,整租,南,3400,季付价,2,1,1,随时入住,3年以内,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,团结湖,团结湖东里,58,整租,西,7560,季付价,2,1,1,随时入住,1年,随时可看,低楼层,16,NULL,NULL,NULL,NULL,NULL,NULL
北京,昌平,南邵,中国铁建尚城汇,54,整租,东,4060,季付价,1,1,1,随时入住,1年,随时可看,低楼层,18,NULL,NULL,NULL,NULL,NULL,NULL
北京,昌平,沙河,北街家园六区,86,整租,东,4000,NULL,2,1,1,2019731,NULL,需提前预约,中楼层,20,无,NULL,NULL,NULL,有,集中供暖
北京,朝阳,亚运村,慧忠里,45,整租,东,5100,NULL,1,0,1,2019731,NULL,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,昌平,北七家,温泉花园A区,67,整租,南,3000,半年付价,2,1,1,随时入住,2年以内,需提前预约,中楼层,5,无,NULL,民水,民电,有,集中供暖
北京,丰台,右安门外,玉林东里三区,57,整租,南,5390,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,丰台,右安门外,玉林东里三区,43,整租,南,4100,NULL,1,1,1,随时入住,NULL,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,海淀,西三旗,育新花园,63,整租,东,6890,季付价,2,1,1,随时入住,1年,随时可看,低楼层,22,NULL,NULL,NULL,NULL,NULL,NULL
北京,通州,梨园,站前巴黎,33,整租,南,2500,NULL,NULL,NULL,NULL,随时入住,NULL,需提前预约,中楼层,5,有,NULL,商水,商电,无,集中供暖
北京,朝阳,甜水园,马道口,55,整租,南,7690,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,安贞,安贞里,42,整租,南,5000,季付价,1,1,1,随时入住,1~3个月,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,西城,德胜门,新外大街28号院,43,整租,南,6590,季付价,1,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,昌平,沙河,民园小区,54,整租,北,3000,季付价,1,1,1,随时入住,3年以内,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,顺义,顺义城,幸福东区,58,整租,东,3300,NULL,2,1,1,2019731,NULL,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,丰台,六里桥,金家村1号院,38,整租,南,3800,NULL,1,1,1,随时入住,NULL,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,常营,北京新天地二期,67,整租,东,5700,季付价,1,1,1,2019814,2年以内,需提前预约,低楼层,28,有,NULL,民水,民电,有,集中供暖
北京,海淀,西三旗,育新花园,55,整租,南,5500,NULL,2,1,1,2019731,NULL,需提前预约,低楼层,22,有,NULL,民水,民电,有,集中供暖
北京,顺义,顺义其它,炫立方,48,整租,南,3590,季付价,1,1,1,随时入住,1年,随时可看,低楼层,10,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,定福庄,福怡苑,70,整租,南,5500,NULL,2,1,1,随时入住,NULL,需提前预约,中楼层,7,无,NULL,民水,民电,有,自采暖
北京,海淀,清河,宝盛里,65,整租,东,5200,NULL,1,1,1,随时入住,NULL,需提前预约,低楼层,5,无,NULL,民水,民电,有,集中供暖
北京,朝阳,常营,金隅丽景园,51,整租,东,5300,NULL,1,1,1,随时入住,NULL,需提前预约,低楼层,22,有,NULL,民水,民电,有,集中供暖
北京,朝阳,定福庄,绿岛苑东区,56,整租,南,4800,NULL,2,1,1,2019820,NULL,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,西城,马甸,新风南里,47,整租,南,4900,季付价,1,1,1,随时入住,3年以上,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,海淀,公主坟,翠微路17号院,47,整租,东,6000,季付价,1,1,1,随时入住,2年以内,需提前预约,高楼层,12,有,NULL,民水,民电,有,集中供暖
北京,丰台,马家堡,嘉园二里,44,整租,东,4000,NULL,1,1,1,2019818,NULL,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,海淀,西三旗,建材城西一里,47,整租,南,6390,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,甘露园,甘露园南里,61,整租,东,5100,季付价,2,1,1,随时入住,2年以内,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,芍药居,芍药居14号院,60,整租,北,7490,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,豆各庄,富力又一城C区,47,整租,南,4000,季付价,1,1,1,随时入住,1年以内,需提前预约,中楼层,18,有,NULL,民水,民电,有,自采暖
北京,通州,北关,富河园,87,整租,南,3500,NULL,3,1,1,随时入住,NULL,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,十里河,吕营嘉园C区,59,整租,南,5000,季付价,1,1,1,随时入住,3年以上,需提前预约,高楼层,6,无,NULL,民水,民电,有,自采暖
北京,海淀,西直门,广通苑,50,整租,东,7460,季付价,1,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,海淀,马连洼,树村丽景苑,62,整租,南,6990,季付价,2,1,1,随时入住,1年,随时可看,低楼层,10,NULL,NULL,NULL,NULL,NULL,NULL
北京,海淀,安宁庄,安宁里,42,整租,南,6560,季付价,1,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,双井,九龙花园,62,整租,东,7630,季付价,1,1,1,随时入住,1年,随时可看,低楼层,22,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,朝青,国美第一城3号院,56,整租,东,6000,季付价,1,1,1,随时入住,1年以内,需提前预约,低楼层,27,有,NULL,民水,民电,有,集中供暖
北京,丰台,卢沟桥,晓月苑一里,73,整租,南,4890,季付价,2,1,1,随时入住,1年,随时可看,中楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,劲松,劲松五区,55,整租,南,5500,季付价,2,1,1,随时入住,2年以内,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,海淀,清河,永泰东里,60,整租,西,6990,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,昌平,西关环岛,蓝郡国际花园,36,整租,北,2600,NULL,1,0,1,随时入住,NULL,需提前预约,中楼层,15,有,NULL,民水,民电,有,集中供暖
北京,石景山,苹果园,广宁村,58,整租,南,3500,NULL,2,1,1,随时入住,NULL,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,大兴,瀛海,兴海园,77,整租,南,3400,NULL,2,1,1,随时入住,NULL,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,通州,马驹桥,合生世界村,91,整租,南,3200,NULL,2,1,1,随时入住,NULL,需提前预约,高楼层,14,有,NULL,民水,民电,有,集中供暖
北京,西城,天宁寺,广安门外南街,57,整租,东,5000,季付价,1,0,1,2019728,3年以内,需提前预约,中楼层,6,有,NULL,民水,民电,无,自采暖
北京,西城,广安门,车站西街13号院,41,整租,南,6330,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,北苑,黄金苑,52,整租,南,6100,季付价,1,1,1,2019816,1年以内,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,甜水园,道家园,55,整租,东,7590,季付价,2,1,1,随时入住,1年,随时可看,中楼层,18,NULL,NULL,NULL,NULL,NULL,NULL
北京,西城,天宁寺,白菜湾社区,59,整租,南,5800,季付价,2,1,1,随时入住,3年以上,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,丰台,青塔,青塔南里,55,整租,东,5330,季付价,2,1,1,随时入住,1年,随时可看,低楼层,28,NULL,NULL,NULL,NULL,NULL,NULL
北京,丰台,马家堡,嘉园二里,48,整租,西,4600,季付价,1,1,1,随时入住,3年以内,需提前预约,高楼层,20,有,NULL,民水,民电,有,集中供暖
北京,西城,牛街,枣林前街,52,整租,西,5700,季付价,2,1,1,随时入住,3年以上,需提前预约,高楼层,6,无,NULL,民水,民电,无,集中供暖
北京,丰台,五里店,南五里店45号院,42,整租,南,3500,季付价,2,1,1,随时入住,1年以内,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,石景山,苹果园,广宁村,58,整租,南,3600,NULL,2,1,1,随时入住,NULL,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,潘家园,松榆里,58,整租,南,6000,季付价,2,1,1,随时入住,2年以内,需提前预约,低楼层,18,有,NULL,民水,民电,有,集中供暖
北京,朝阳,百子湾,沿海赛洛城五期,56,整租,东,6390,季付价,1,1,1,随时入住,1年,随时可看,低楼层,25,NULL,NULL,NULL,NULL,NULL,NULL
北京,顺义,马坡,佳和宜园,75,整租,南,3000,NULL,2,1,1,随时入住,NULL,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,百子湾,沿海赛洛城二期,58,整租,南,7060,季付价,1,1,1,随时入住,1年,随时可看,低楼层,24,NULL,NULL,NULL,NULL,NULL,NULL
北京,海淀,上地,马连洼1号院,49,整租,南,5300,NULL,1,1,1,201981,NULL,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,石佛营,石佛营西里小区,56,整租,北,7160,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,团结湖,团结湖路,39,整租,南,6000,季付价,1,1,1,随时入住,2年以内,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,海淀,马连洼,树村丽景苑,62,整租,南,6690,季付价,2,1,1,随时入住,1年,随时可看,低楼层,10,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,首都机场,北平里,58,整租,南,4000,季付价,2,1,1,随时入住,1年以内,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,海淀,紫竹桥,双紫小区,61,整租,西,6860,季付价,1,1,1,随时入住,1年,随时可看,低楼层,18,NULL,NULL,NULL,NULL,NULL,NULL
北京,海淀,安宁庄,安宁佳园,53,整租,西,5500,季付价,1,1,1,随时入住,3年以内,需提前预约,高楼层,18,有,NULL,民水,民电,有,集中供暖
北京,昌平,东关,清秀园北区,53,整租,南,4490,季付价,2,1,1,随时入住,1年,随时可看,中楼层,5,NULL,NULL,NULL,NULL,NULL,NULL
