城市,区,方位,房屋名,大小,租赁方式,朝向,月租,计费方式,几室,几厅,几卫,入住,租期,看房,所在楼层,总楼高,电梯,车位,用水,用电,燃气,供暖
3,1,121,1014,23,1,2,1950,3,3,1,2,2,12,3,2,33,0,0,0,0,0,0
3,11,66,235,36,1,2,3600,1,1,0,1,1,36,2,3,6,1,0,1,1,1,0
3,6,67,495,25,1,2,1280,1,3,1,1,2,12,3,3,11,2,0,1,1,2,0
3,8,99,941,33,1,2,4600,1,1,1,1,1,36,2,3,5,1,0,1,1,1,2
3,1,79,675,95,1,2,3500,1,2,2,1,2,12,2,3,6,1,0,1,1,2,2
3,12,23,638,12,1,4,1650,3,1,0,1,2,12,3,3,3,0,0,0,0,0,2
3,10,70,520,8,1,2,1080,1,4,1,1,2,12,3,3,14,0,2,0,0,0,2
3,1,25,411,98,1,2,3800,0,3,2,1,2,0,2,3,18,2,0,1,1,1,0
3,8,129,1167,40,1,2,5000,0,1,1,1,2,0,2,2,6,1,0,1,1,1,0
3,1,2,636,15,1,2,1500,3,3,1,3,2,12,3,2,6,1,2,1,1,1,0
3,1,138,1567,79,1,2,3200,0,2,2,1,2,0,2,2,6,1,0,1,1,1,0
3,7,158,1531,31,1,2,3800,0,1,0,1,1,0,2,3,6,1,0,1,1,2,0
3,1,79,1520,25,1,2,1900,5,1,0,1,2,12,3,1,6,1,2,1,1,2,0
3,1,41,837,25,1,2,2000,3,3,1,1,2,12,3,2,11,2,2,1,1,1,0
3,1,64,858,65,1,2,2500,0,1,1,1,2,0,2,3,17,1,0,2,2,1,0
3,1,2,636,20,1,2,1500,3,3,1,1,2,12,3,2,6,1,0,1,1,1,0
3,1,135,579,50,1,2,3400,0,1,1,1,1,0,2,3,6,1,0,1,1,2,0
3,11,74,683,43,1,2,3600,0,1,1,1,2,0,2,3,6,1,0,1,1,1,0
3,1,134,919,74,1,2,3800,1,2,1,1,1,12,2,1,6,1,0,1,1,1,0
3,11,39,1384,34,1,2,3500,0,1,0,1,2,0,2,3,5,1,0,1,1,1,0
3,8,6,749,37,1,2,4800,0,1,1,1,2,0,2,2,6,1,0,1,1,2,0
3,15,76,543,14,1,4,3100,3,4,1,2,2,24,3,2,28,0,0,0,0,0,0
3,2,113,1461,22,1,2,1900,3,4,2,2,2,24,3,2,5,1,2,1,1,1,0
3,12,34,367,65,1,2,2000,0,1,1,1,2,0,2,3,18,1,0,1,1,1,0
3,8,99,166,83,1,2,6500,1,2,1,1,2,36,2,3,6,1,0,1,1,1,1
3,11,66,431,59,1,2,4500,1,2,1,1,2,24,2,3,6,1,0,1,1,1,0
3,12,34,6,70,1,2,3500,0,2,1,1,2,0,2,1,12,1,0,1,1,1,0
3,1,2,804,20,1,2,1680,3,3,0,3,2,12,3,2,18,1,2,1,1,1,0
3,1,64,1097,81,1,2,2300,0,2,1,1,2,0,2,2,4,1,0,1,1,2,2
3,15,76,183,37,1,2,7500,1,1,0,1,2,12,2,3,7,1,0,1,1,1,0
3,2,46,1187,57,1,2,2500,0,2,1,1,2,0,2,3,6,1,0,1,1,2,2
3,15,112,828,14,1,2,4200,3,4,2,2,2,12,3,3,29,2,0,1,1,2,0
3,16,97,1270,62,1,1,11000,1,2,1,1,2,24,2,2,26,2,0,1,1,2,2
3,1,135,564,32,1,2,3500,0,1,1,1,2,0,2,3,6,1,0,1,1,1,0
3,17,63,207,10,1,4,1360,1,4,1,2,2,12,3,1,6,1,2,1,1,2,0
3,9,143,129,11,1,2,1260,1,4,1,2,2,12,3,3,18,2,2,1,1,2,0
3,17,69,243,6,1,2,1060,1,3,1,1,2,12,3,3,14,0,0,0,0,0,0
3,1,135,1472,43,1,2,3500,0,1,1,1,2,0,2,2,6,1,0,1,1,1,0
3,8,119,629,57,1,2,7000,1,2,0,1,1,12,2,2,6,1,0,1,1,1,0
3,8,144,1410,40,1,2,6000,0,1,1,1,2,0,2,3,6,1,0,1,1,2,0
3,15,115,165,49,1,2,7200,1,1,1,1,2,24,2,3,7,1,0,1,1,2,2
3,3,139,1471,15,1,4,1900,3,4,1,1,2,24,3,2,27,1,0,1,1,1,0
3,7,124,128,40,1,2,4200,0,1,1,1,2,0,2,2,6,1,0,1,1,2,1
3,8,6,720,46,1,2,6500,1,2,0,1,2,12,2,2,6,1,0,1,1,1,0
3,8,144,168,50,1,2,6200,1,2,0,1,2,36,2,2,6,1,0,1,1,1,0
3,1,2,654,12,1,2,1500,3,3,0,3,2,12,3,2,6,1,2,1,1,1,0
3,2,89,127,15,1,2,1890,1,3,1,1,2,12,3,3,6,1,2,1,1,2,0
3,17,63,207,14,1,2,1490,1,4,1,2,2,12,3,1,6,2,2,1,1,2,0
3,1,73,1494,29,1,2,3800,0,1,1,1,2,0,2,2,5,1,0,1,1,2,0
3,8,6,861,10,1,2,2800,3,4,1,2,2,12,3,1,26,2,0,1,1,1,2
3,8,83,1146,62,1,2,4600,0,2,1,1,2,0,2,3,29,2,0,1,1,1,0
3,7,61,331,55,1,2,4200,0,2,1,1,2,0,2,3,6,1,0,1,1,1,0
3,1,64,1525,100,1,2,2200,0,2,2,1,2,0,2,2,6,1,0,1,1,1,0
3,1,2,636,18,1,2,1400,3,3,1,1,2,12,3,1,6,1,2,1,1,1,0
3,1,54,894,31,1,2,3800,0,1,0,1,1,0,2,2,6,1,0,1,1,1,0
3,8,42,383,40,1,2,5500,1,1,1,1,2,0,2,2,6,1,0,1,1,1,0
3,8,128,862,56,1,2,5300,0,1,1,1,2,0,2,2,28,2,0,1,1,1,0
3,1,152,704,10,1,2,2230,1,3,1,1,2,12,3,1,6,1,0,1,1,2,0
3,1,16,1214,88,1,2,2500,0,2,2,1,2,0,2,1,6,1,0,1,1,1,2
3,14,94,1468,30,1,4,4300,0,1,0,1,2,0,2,2,5,1,0,1,1,1,0
3,15,112,513,12,1,2,3950,3,4,2,2,2,12,3,2,28,2,0,1,1,2,0
3,8,19,185,28,1,2,3100,3,4,1,1,2,12,3,2,6,1,0,1,1,2,0
3,13,57,912,10,1,4,2400,1,4,1,1,2,24,3,3,6,1,0,1,1,1,0
3,1,72,1239,41,1,2,2500,0,1,1,1,2,0,2,1,29,1,0,2,2,1,0
3,1,54,473,30,1,2,3000,0,1,1,1,1,0,2,3,6,1,0,1,1,1,0
3,8,83,551,79,1,2,5500,0,2,2,1,2,0,2,3,12,2,0,1,1,2,0
3,7,61,1539,34,1,2,4200,0,1,1,1,2,0,2,1,6,1,0,1,1,1,0
3,2,116,1458,29,1,2,1680,3,1,1,1,2,12,3,3,4,0,0,0,0,0,0
3,2,116,496,29,1,2,1680,3,1,1,1,2,12,3,3,4,0,0,0,0,0,0
3,2,113,766,12,1,2,1600,3,3,0,1,2,12,3,2,18,2,2,1,1,2,2
3,2,113,766,14,1,2,1600,3,4,2,2,2,12,3,2,18,2,2,1,1,2,2
3,16,97,1094,59,1,8,10000,1,2,1,1,2,12,2,2,6,1,0,1,1,2,1
3,8,119,827,53,1,2,5500,1,1,1,1,2,36,2,2,5,1,0,1,1,2,0
3,8,6,778,50,1,2,6000,1,1,1,1,2,12,2,1,6,1,0,1,1,1,0
3,2,113,766,14,1,2,1600,3,3,1,1,2,12,3,1,18,2,2,1,1,2,2
3,12,34,1436,65,1,2,2500,0,3,1,1,2,0,2,3,6,1,0,1,1,1,0
3,7,124,462,49,1,2,4500,0,2,0,1,2,0,2,3,6,1,0,1,1,2,2
3,7,61,1445,39,1,2,4000,0,1,1,1,2,0,2,3,5,1,0,1,1,1,0
3,8,144,68,30,1,2,4800,0,1,1,1,2,0,2,1,6,1,0,1,1,2,0
3,2,113,766,13,1,2,1600,3,4,2,2,2,12,3,2,18,2,2,1,1,2,2
3,2,113,766,14,1,2,1600,3,3,0,1,2,12,3,2,18,2,2,1,1,2,2
3,1,64,996,100,1,2,2200,0,2,2,1,2,0,2,3,17,1,0,1,1,1,0
3,6,84,283,90,1,2,1500,0,3,1,1,2,0,2,2,16,1,0,1,1,1,0
3,2,113,766,10,1,2,1600,3,4,2,2,2,12,3,2,18,2,2,1,1,2,2
3,15,112,227,46,1,2,7300,1,1,1,1,2,24,2,3,4,1,0,1,1,2,2
3,12,35,265,66,1,2,3000,0,3,1,1,2,0,2,3,6,1,0,1,1,2,0
3,11,102,522,49,1,2,3700,0,1,1,1,2,0,2,-2,6,1,0,1,1,1,0
3,1,79,537,20,1,2,1800,1,4,1,2,2,12,3,3,6,1,2,1,1,2,0
3,8,144,198,52,1,2,6500,0,2,1,1,2,0,2,1,6,1,0,1,1,1,2
3,8,129,1534,91,1,2,6800,1,2,2,1,2,24,2,1,24,2,0,1,1,1,0
3,8,6,1108,46,1,4,6000,0,1,1,1,1,0,5,3,18,2,0,1,1,2,0
3,2,113,1353,18,1,2,1100,3,3,1,1,2,12,3,1,11,1,1,1,1,1,0
3,14,163,20,25,1,1,2600,3,1,0,1,2,12,3,3,1,1,2,1,1,1,0
3,1,64,121,66,1,2,2200,0,2,2,1,2,0,2,3,5,1,0,1,1,1,0
3,15,76,1054,16,1,2,4550,3,4,2,2,2,12,3,1,30,0,2,1,1,2,0
3,8,129,363,25,1,2,2800,3,3,2,2,2,24,3,1,30,2,2,1,1,2,0
3,15,76,3,52,1,2,7800,0,1,1,1,2,0,2,2,27,2,0,1,1,1,2
3,11,58,1179,20,1,2,3100,3,3,2,2,2,12,3,3,34,2,0,1,1,1,0
3,7,100,1134,13,1,2,3000,1,1,0,1,2,36,2,3,6,1,0,1,1,1,0
3,1,134,197,45,1,2,3500,0,2,1,1,2,0,2,3,6,1,0,1,1,1,0
3,6,84,1169,62,1,2,1600,0,1,1,1,2,0,2,2,8,2,0,1,1,2,0
3,15,13,83,9,1,1,3590,1,3,1,1,2,12,3,3,28,0,0,0,0,0,0
3,8,129,363,28,1,2,3100,3,3,0,3,2,12,3,3,24,2,2,1,1,2,0
3,1,82,1302,18,1,2,2200,3,3,1,3,2,12,3,1,6,1,0,1,1,2,0
3,11,102,26,48,1,2,4000,0,2,1,1,2,0,2,3,6,1,0,1,1,1,0
3,1,105,618,47,1,2,3800,0,1,1,1,2,0,2,3,7,1,0,1,1,1,0
3,2,53,1528,29,1,2,1899,3,1,1,1,2,12,3,3,4,0,0,0,0,0,0
3,8,6,952,44,1,2,6300,0,1,1,1,1,12,2,3,24,2,0,1,1,2,0
3,11,71,159,44,1,2,4500,0,1,1,1,2,0,2,3,6,1,0,1,1,1,0
3,11,71,1584,13,1,4,2490,1,4,1,2,2,12,3,1,4,1,0,1,1,2,0
3,11,74,427,42,1,2,3700,0,1,1,1,1,0,2,3,7,2,0,1,1,2,0
3,2,89,866,18,1,2,1800,3,4,1,2,2,12,3,3,6,1,0,1,1,1,0
3,15,13,1135,75,1,2,8500,1,2,2,1,2,12,2,1,7,1,0,1,1,1,0
3,6,146,1415,40,1,2,1700,0,1,1,1,2,0,2,3,6,1,0,1,1,1,0
3,8,83,1191,81,1,2,6500,1,2,2,1,2,36,2,1,15,2,0,1,1,2,0
3,2,113,771,20,1,2,1800,3,3,1,1,2,12,3,2,18,0,0,0,0,0,0
3,11,74,743,39,1,2,3800,0,1,1,1,2,0,2,3,6,1,0,1,1,1,0
3,13,150,475,27,1,2,3900,0,1,0,1,2,0,2,1,4,1,0,1,1,1,0
3,1,82,360,28,1,2,2200,3,3,1,3,2,12,3,3,14,0,0,0,0,0,0
3,1,138,725,79,1,2,3600,0,2,1,1,2,0,2,1,6,1,0,1,1,1,0
3,1,2,1575,25,1,2,2100,3,3,1,1,2,12,3,2,6,1,2,1,1,2,0
3,1,64,679,109,1,2,3000,0,2,2,1,2,12,2,2,6,1,0,1,1,1,2
3,1,135,1287,15,1,4,2100,3,4,1,1,2,12,3,3,6,1,1,1,1,2,2
3,1,135,1083,37,1,4,3650,0,2,1,1,2,0,2,1,23,2,0,2,2,1,0
3,1,64,1469,106,1,2,2300,0,3,1,1,2,0,2,2,11,2,0,1,1,1,0
3,16,26,1600,64,1,2,10000,1,1,1,1,1,36,2,1,30,2,0,1,1,2,0
3,12,35,711,52,1,2,2300,0,2,1,1,2,0,2,2,6,1,0,1,1,1,0
3,1,79,979,53,1,2,3200,0,1,1,1,2,0,2,2,6,1,0,1,1,1,0
3,8,6,284,11,1,1,3090,1,3,1,1,2,12,3,2,29,0,0,0,0,0,0
3,1,2,1275,22,1,2,1650,5,4,0,3,2,12,3,3,6,1,0,1,1,2,0
3,7,124,462,39,1,2,4300,0,1,1,0,2,0,2,3,6,1,0,1,1,2,2
3,8,42,799,42,1,2,5500,1,1,1,1,2,12,2,1,6,1,0,1,1,1,0
3,11,58,1179,18,1,6,2600,3,4,1,2,2,12,3,1,33,2,0,1,1,1,0
3,8,128,862,90,1,2,7000,0,2,2,1,2,0,2,2,27,2,0,1,1,1,0
3,12,123,1176,83,1,2,2500,0,1,1,1,2,0,2,3,4,1,0,1,1,1,0
3,15,112,572,62,1,2,9000,1,2,1,1,2,36,2,2,24,2,0,1,1,2,0
3,16,104,1084,91,1,6,9500,1,2,2,1,2,36,3,2,18,2,0,1,1,1,0
3,8,128,862,90,1,2,5800,0,2,2,1,2,0,2,2,26,2,0,1,1,1,0
3,8,31,620,68,1,2,6500,1,2,1,1,2,24,2,3,6,1,0,1,1,1,2
3,15,76,1126,65,1,2,8800,1,2,2,1,2,36,2,3,7,1,0,1,1,2,2
3,2,89,879,20,1,2,1800,3,3,1,1,2,12,3,1,13,0,0,0,0,0,0
3,1,72,528,89,1,2,3500,0,2,2,1,2,0,2,1,16,2,0,1,1,2,2
3,14,94,292,38,1,6,4300,1,1,1,1,2,12,2,1,6,1,0,1,1,1,0
3,11,39,790,18,1,2,2700,3,3,1,1,2,12,3,2,21,1,0,0,0,0,0
3,13,150,1588,17,1,1,2800,3,4,1,1,2,0,3,1,31,2,0,1,1,1,0
3,10,93,270,18,1,2,1200,3,5,1,3,2,12,3,2,3,0,0,0,0,0,0
3,12,35,30,10,1,4,1290,1,4,1,2,2,12,3,3,10,2,0,1,1,2,0
3,8,6,1272,65,1,2,6800,1,2,1,1,2,24,5,3,18,2,0,1,1,1,0
3,7,124,88,36,1,2,4200,1,1,0,1,1,12,2,1,6,1,0,1,1,2,0
3,12,35,30,13,1,2,1530,1,3,1,1,2,12,3,2,6,1,0,1,1,2,0
3,12,35,30,13,1,2,1630,1,4,1,2,2,12,3,3,9,2,0,1,1,2,0
3,9,143,129,8,1,4,1060,1,3,1,1,2,12,3,1,24,2,2,1,1,2,0
3,8,6,1477,64,1,3,6700,1,1,1,1,1,24,2,3,23,2,0,1,1,2,0
3,1,72,379,73,1,2,3000,0,2,1,1,2,0,2,3,6,1,0,1,1,1,0
3,1,64,70,83,1,2,2800,0,3,1,1,2,0,2,2,6,1,0,1,1,1,0
3,6,27,659,105,1,2,1600,0,2,2,2,2,0,2,-2,6,1,0,1,1,1,0
3,1,72,285,87,1,2,3400,0,2,2,1,2,0,2,2,11,2,0,1,1,1,0
3,9,143,129,11,1,2,1290,1,4,1,2,2,12,3,2,18,0,0,0,0,0,0
3,7,100,943,31,1,4,3800,1,1,1,1,2,12,2,2,3,1,0,1,1,1,0
3,15,76,405,44,1,2,9800,0,1,1,1,2,0,2,3,30,2,0,1,1,2,2
3,1,59,965,101,1,2,1800,0,3,2,1,2,0,2,1,6,1,0,1,1,1,0
3,9,143,129,11,1,2,1260,1,4,1,2,2,12,3,3,18,2,2,1,1,2,0
3,11,66,301,56,1,2,3800,0,1,1,1,1,0,5,3,6,1,0,1,1,1,1
3,1,79,1160,116,1,2,2400,1,3,2,2,2,24,2,2,14,1,0,1,1,2,0
3,9,143,129,11,1,4,1090,1,4,1,2,2,12,3,3,18,2,2,1,1,2,0
3,1,125,646,75,1,2,2500,0,2,2,1,2,0,2,3,14,2,0,1,1,1,0
3,8,42,297,93,1,2,7000,1,2,1,1,2,0,2,1,22,2,0,1,1,1,0
3,8,5,186,90,1,2,6400,1,2,2,1,2,24,2,3,10,1,0,0,0,2,0
3,9,143,129,11,1,2,1260,1,4,1,2,2,12,3,3,18,2,2,1,1,2,0
3,1,72,285,52,1,2,2600,0,1,1,1,1,0,4,2,5,1,0,1,1,1,0
3,2,55,854,20,1,4,2200,0,1,0,1,2,0,2,3,13,2,0,1,1,1,0
3,1,134,1596,55,1,2,3100,1,2,1,1,2,12,2,2,5,1,0,1,1,1,0
3,16,164,611,106,1,2,11000,1,2,2,2,2,12,2,2,26,2,0,1,1,2,0
3,2,89,671,15,1,4,1600,3,4,1,2,2,12,3,2,18,2,2,1,1,2,0
3,1,2,1137,15,1,2,2000,3,2,1,1,2,12,3,3,6,1,0,1,1,1,0
3,12,35,1099,52,1,2,2400,0,2,1,1,2,0,2,2,6,1,0,1,1,1,0
3,2,113,1461,13,1,2,1690,1,3,1,1,2,12,3,3,5,1,0,1,1,2,0
3,2,53,1121,61,1,2,2500,0,1,1,1,2,0,2,3,10,2,0,1,1,1,0
3,2,103,806,12,1,2,1800,3,4,1,2,2,36,3,3,6,1,0,1,1,2,0
3,8,31,617,60,1,2,4800,0,2,1,1,1,0,2,3,6,1,0,1,1,1,0
3,1,2,217,20,1,2,2000,3,3,1,3,2,24,3,2,15,1,2,0,0,0,2
3,12,35,906,89,1,0,3500,0,2,1,2,0,0,0,2,11,2,0,1,1,1,0
3,1,2,953,18,1,4,2000,3,1,0,1,2,12,3,3,6,1,0,1,1,2,0
3,17,63,446,15,1,2,1480,3,3,1,1,2,24,3,2,6,1,1,1,1,1,1
3,10,62,412,70,1,2,2000,0,2,2,1,2,0,2,1,17,1,0,1,1,0,0
3,11,74,569,35,1,2,3500,0,1,1,1,2,0,2,2,6,1,0,1,1,1,0
3,2,53,112,26,1,2,1650,3,1,1,1,2,12,3,3,4,0,0,0,0,0,0
3,3,139,225,20,1,4,2300,3,5,1,3,2,24,2,1,30,2,0,1,1,1,0
3,1,15,145,122,1,2,3500,0,3,2,2,2,0,2,3,6,1,0,1,1,1,0
3,13,22,1462,10,1,4,2980,1,3,1,1,2,12,2,1,30,0,0,0,0,0,0
3,1,64,928,82,1,2,2300,0,2,2,1,2,0,2,2,5,1,0,1,1,1,0
3,11,160,565,11,1,7,2500,3,5,0,2,2,36,3,1,33,2,2,1,1,2,2
3,1,2,1602,24,1,2,2050,1,3,0,2,2,24,3,1,16,2,2,1,1,2,0
3,10,48,1039,61,1,2,2000,1,1,1,1,2,36,4,2,8,1,0,0,0,0,0
3,1,125,1271,56,1,2,3500,0,2,1,1,2,0,2,2,5,1,0,1,1,1,0
3,1,72,194,60,1,2,2500,0,1,1,1,2,0,2,3,6,1,0,1,1,2,2
3,11,102,1488,59,1,2,3800,0,1,1,1,2,0,2,3,6,1,0,1,1,1,0
3,6,84,1169,62,1,2,1600,0,1,1,1,2,0,2,2,8,2,0,1,1,2,0
3,8,127,700,40,1,2,6000,1,1,1,1,2,12,2,3,6,1,0,1,1,1,2
3,1,2,747,15,1,2,1600,3,3,0,3,2,12,3,1,17,2,0,1,1,1,0
3,16,132,1352,61,1,2,10000,1,1,1,1,2,36,2,3,24,2,0,1,1,2,0
3,11,102,205,14,1,2,2000,3,3,1,1,2,12,3,3,6,0,2,0,0,0,0
3,11,33,463,35,1,2,3700,0,1,0,1,1,0,2,3,5,1,0,1,1,1,0
3,11,160,224,15,1,2,3150,3,4,1,2,2,24,2,3,33,2,0,1,1,2,2
3,8,99,1074,37,1,2,4700,1,1,1,1,1,12,2,3,6,1,0,1,1,2,0
3,7,47,575,53,1,2,4500,0,1,1,1,1,0,2,3,6,1,0,1,1,2,2
3,10,93,709,12,1,4,1200,3,4,1,2,2,12,3,2,6,0,0,0,0,0,0
3,1,134,919,62,1,2,3500,1,2,1,1,2,12,2,2,6,1,0,1,1,1,0
3,16,164,175,103,1,2,11000,1,3,2,2,2,12,2,1,11,2,0,1,1,1,0
3,8,141,1199,33,1,2,6000,1,1,1,1,2,36,2,1,6,1,0,1,1,2,2
3,1,79,1563,49,1,2,3000,0,1,1,1,1,0,2,3,6,1,0,1,1,1,0
3,1,2,1137,18,1,2,1500,3,3,1,1,2,12,3,3,6,1,0,1,1,1,0
3,1,134,1473,54,1,2,3600,1,2,1,1,2,0,2,1,11,1,0,1,1,1,0
3,8,129,262,109,1,2,7000,0,2,1,1,2,0,2,1,19,2,0,1,1,1,0
3,1,134,246,56,1,2,3300,1,2,1,1,2,12,2,3,6,1,0,1,1,1,0
3,17,69,163,54,1,2,1800,0,1,1,1,2,0,2,1,18,1,0,1,1,1,0
3,7,61,733,39,1,2,3800,0,1,0,1,2,0,2,1,6,1,0,1,1,2,0
3,8,6,952,49,1,8,6000,1,1,1,1,2,12,2,2,24,2,0,1,1,2,0
3,16,43,437,57,1,2,10000,1,1,2,1,1,24,2,3,6,1,0,1,1,1,0
3,12,80,1008,82,1,2,2500,0,2,2,1,2,0,2,3,22,1,0,1,1,1,0
3,1,79,1387,57,1,2,3200,0,1,1,1,1,0,2,2,6,1,0,1,1,1,0
3,11,71,27,41,1,2,3600,0,1,1,1,2,0,4,3,6,1,0,1,1,1,0
3,2,53,786,25,1,2,1550,3,1,1,1,2,12,3,3,3,0,0,0,0,0,0
3,12,23,705,25,1,2,1900,1,1,0,1,2,12,3,3,3,0,0,0,0,0,0
3,14,163,623,25,1,2,2600,3,1,0,1,2,12,3,3,1,1,2,1,1,1,2
3,1,72,215,52,1,2,2700,0,1,1,1,1,0,2,3,5,1,0,1,1,1,0
3,8,129,836,64,1,2,6500,0,3,1,1,2,0,2,3,6,1,0,1,1,2,1
3,12,34,400,125,1,2,3500,0,3,2,2,1,0,2,1,5,1,0,1,1,1,0
3,10,48,780,17,1,1,2151,0,1,0,1,2,0,2,2,18,1,0,2,2,1,0
3,1,133,396,23,1,2,1700,1,4,1,2,2,12,3,3,6,1,2,1,1,1,0
3,12,20,907,75,1,2,3000,0,2,1,1,2,0,2,-2,14,1,0,0,0,1,0
3,2,113,295,25,1,2,1700,3,3,1,1,2,12,3,2,14,2,1,1,1,1,0
3,2,89,968,16,1,2,1800,3,5,1,2,2,12,3,2,5,1,2,1,1,1,2
3,1,79,1331,46,1,2,3500,0,1,1,1,2,0,2,3,6,1,0,1,1,1,0
3,8,144,541,35,1,2,6200,1,1,1,1,2,36,2,3,6,1,0,1,1,2,0
3,12,123,1012,20,1,1,1250,5,1,1,1,2,24,3,3,3,0,0,0,0,0,0
3,15,112,35,53,1,2,7600,1,2,0,1,2,12,2,3,7,1,0,1,1,2,2
3,2,113,935,38,1,2,1700,3,1,0,1,2,24,2,2,5,1,0,1,1,1,0
3,8,6,749,40,1,2,5000,1,1,1,1,1,24,2,1,6,1,0,1,1,2,0
3,15,13,1506,54,1,2,8400,1,1,0,1,2,12,2,3,38,2,0,1,1,1,2
3,8,56,958,12,1,2,2760,1,4,1,1,2,12,3,1,6,1,0,1,1,2,0
3,1,135,1091,49,1,2,3800,1,1,1,1,2,12,2,3,6,1,0,1,1,1,0
3,1,64,203,145,1,2,3600,0,4,2,2,2,0,2,3,27,1,0,1,1,2,2
3,15,115,251,59,1,2,9500,1,1,2,1,2,12,2,2,31,2,0,1,1,2,2
3,8,56,958,15,1,2,2930,1,4,1,2,2,12,3,3,6,1,0,1,1,2,0
3,15,76,777,59,1,2,7500,0,1,1,1,2,0,2,1,33,2,0,1,1,1,0
3,8,56,933,16,1,2,3290,1,3,1,1,2,12,3,3,18,2,0,1,1,2,0
3,11,74,226,33,1,2,3800,0,1,1,1,1,0,5,2,6,1,0,1,1,1,0
3,11,66,38,76,1,2,4500,1,1,2,1,2,12,2,2,26,2,0,1,1,1,0
3,12,35,711,56,1,2,2300,0,2,1,1,1,0,2,3,6,1,0,1,1,1,0
3,14,94,1117,42,1,2,4000,0,1,1,1,2,0,5,3,6,1,0,1,1,1,0
3,8,6,1219,25,1,2,3000,3,3,1,2,2,12,3,1,31,2,0,0,0,0,2
3,1,125,913,53,1,2,3700,0,1,1,1,1,0,2,2,5,1,0,1,1,1,0
3,1,134,919,60,1,2,3800,1,2,1,1,2,12,2,3,6,1,0,1,1,1,0
3,8,6,1188,32,1,2,5200,0,1,1,1,2,0,2,3,5,1,0,1,1,2,2
3,15,112,490,10,1,2,3000,3,4,2,2,2,12,3,3,24,2,2,1,1,2,2
3,12,23,798,20,1,2,1500,3,4,1,1,2,12,3,1,18,2,0,0,0,0,0
3,1,2,1030,15,1,2,1500,3,3,0,2,2,36,3,2,11,0,2,0,0,0,0
3,12,123,435,35,1,2,1750,5,1,1,1,2,24,3,2,10,2,1,2,2,2,2
3,2,113,1589,20,1,2,1800,3,3,1,1,2,12,3,3,18,0,0,0,0,0,0
3,1,134,1045,50,1,2,2600,1,1,1,1,2,12,2,2,6,1,0,1,1,1,0
3,1,72,1478,66,1,2,3500,0,2,1,1,2,0,2,3,14,2,0,1,1,1,0
3,1,16,1172,87,1,2,2600,0,3,1,1,2,0,2,3,6,1,0,1,1,1,0
3,2,113,1564,12,1,2,1160,3,3,1,1,2,12,3,2,30,2,2,1,1,2,0
3,17,63,446,21,1,2,1480,3,3,1,1,2,24,3,3,6,1,1,1,1,1,1
3,8,56,149,78,1,2,5700,0,2,1,1,1,0,2,3,6,1,0,1,1,1,0
3,12,78,508,89,1,2,3300,0,2,1,1,2,0,2,2,6,1,0,0,0,1,0
3,1,72,1065,72,1,2,3500,0,2,1,1,2,0,2,3,6,1,0,1,1,1,0
3,8,144,541,52,1,2,6500,1,2,1,1,2,36,2,2,6,1,0,1,1,2,0
3,11,71,807,18,1,2,2300,1,3,1,1,2,12,3,3,6,1,2,1,1,2,0
3,11,39,240,40,1,2,4000,1,1,1,1,1,12,2,3,6,1,0,1,1,1,0
3,11,71,27,44,1,2,4300,0,1,1,1,2,0,5,3,6,1,0,1,1,1,0
3,2,113,527,18,1,6,1450,1,3,2,1,2,24,3,3,8,0,1,0,0,0,2
3,1,64,679,80,1,2,2600,0,2,1,1,2,0,2,1,5,1,0,1,1,1,0
3,17,50,633,90,1,2,1800,0,2,2,1,2,0,2,3,6,1,0,1,1,1,0
3,2,46,395,28,1,2,1300,1,5,0,1,2,0,3,2,13,0,2,0,0,0,0
3,8,83,1227,86,1,2,5500,0,2,2,1,2,0,2,1,11,2,0,1,1,1,0
3,1,125,1076,70,1,2,3200,0,2,1,1,2,0,2,3,5,1,0,1,1,1,0
3,2,89,1061,12,1,2,1450,3,5,1,2,2,12,3,1,13,2,0,1,1,1,0
3,1,79,132,76,1,2,3800,0,2,1,1,1,0,2,3,6,1,0,1,1,1,0
3,8,129,1171,61,1,2,5200,3,2,1,1,2,12,2,3,5,1,0,1,1,2,2
3,1,16,1259,90,1,4,3500,1,3,2,1,2,12,2,3,6,1,0,1,1,1,0
3,1,52,1268,80,1,2,2500,0,2,2,1,2,0,2,2,5,1,0,1,1,1,0
3,2,116,1581,20,1,2,1500,3,3,1,1,2,12,3,3,6,0,0,0,0,0,0
3,1,2,636,20,1,2,1700,3,3,0,3,2,12,3,3,18,2,2,1,1,1,0
3,8,129,363,27,1,2,2750,3,3,1,3,2,12,3,3,24,2,2,1,1,2,2
3,11,30,706,52,1,2,4500,0,1,1,1,2,0,2,1,24,2,0,1,1,1,0
3,12,23,751,90,1,2,3500,0,2,2,1,2,0,2,1,4,1,0,1,1,1,0
3,9,118,263,25,1,2,1100,1,3,1,1,2,12,3,1,18,1,0,1,1,1,0
3,8,31,701,98,1,8,6800,1,2,2,1,2,36,2,3,18,2,0,1,1,1,0
3,2,113,236,20,1,2,1150,3,2,2,1,2,12,3,2,6,1,0,1,1,1,0
3,17,69,442,11,1,2,1360,1,3,1,1,2,12,3,2,24,2,2,1,1,2,0
3,7,61,49,51,1,2,3500,0,1,1,1,2,0,2,3,6,1,0,1,1,1,0
3,7,61,825,44,1,2,3700,0,1,1,1,1,0,2,3,6,1,0,1,1,1,0
